,dates,Ancestor's Chosen,Angel of Mercy,Aven Cloudchaser,Ballista Squad,Bandage,Beacon of Immortality,Benalish Knight,Condemn,Contaminated Bond,Demystify
2020-07-15,2020-07-15," 0.25
"," 0.72
"," 0.19
"," 0.23
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.15
"
2020-07-16,2020-07-16," 0.25
"," 0.73
"," 0.19
"," 0.23
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.15
"
2020-07-17,2020-07-17," 0.25
"," 0.73
"," 0.19
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.15
"
2020-07-18,2020-07-18," 0.25
"," 0.72
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.15
"
2020-07-19,2020-07-19," 0.25
"," 0.73
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.15
"
2020-07-20,2020-07-20," 0.25
"," 0.73
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.15
"
2020-07-21,2020-07-21," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.15
"
2020-07-22,2020-07-22," 0.25
"," 0.73
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.16
"
2020-07-23,2020-07-23," 0.25
"," 0.73
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-07-24,2020-07-24," 0.25
"," 0.74
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.16
"
2020-07-25,2020-07-25," 0.25
"," 0.72
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-07-26,2020-07-26," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-07-27,2020-07-27," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.17
"
2020-07-28,2020-07-28," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.18
"," 0.17
"
2020-07-29,2020-07-29," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.18
"," 0.17
"
2020-07-30,2020-07-30," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.17
"," 0.17
"
2020-07-31,2020-07-31," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
",," 0.18
"," 0.17
"
2020-08-01,2020-08-01," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
",," 0.17
"," 0.17
"
2020-08-02,2020-08-02," 0.25
"," 0.72
"," 0.2
"," 0.23
"," 0.04
"," 0.99
"," 0.19
",," 0.17
"," 0.17
"
2020-08-03,2020-08-03," 0.25
"," 0.72
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-08-04,2020-08-04," 0.25
"," 0.72
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.17
"
2020-08-05,2020-08-05," 0.25
"," 0.68
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.2
",," 0.18
"," 0.16
"
2020-08-06,2020-08-06,,,,," 0.04
",,,,,
2020-08-07,2020-08-07," 0.25
"," 0.68
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-08,2020-08-08," 0.25
"," 0.68
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.15
"
2020-08-09,2020-08-09," 0.25
"," 0.68
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-10,2020-08-10," 0.25
"," 0.71
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-08-11,2020-08-11," 0.25
"," 0.71
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.2
",," 0.18
"," 0.17
"
2020-08-12,2020-08-12," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-08-13,2020-08-13," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-08-14,2020-08-14," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.17
"," 0.16
"
2020-08-15,2020-08-15," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-16,2020-08-16," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-17,2020-08-17," 0.25
"," 0.68
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-18,2020-08-18," 0.25
"," 0.68
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.17
"
2020-08-19,2020-08-19," 0.25
"," 0.66
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.17
"
2020-08-20,2020-08-20," 0.25
"," 0.69
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-21,2020-08-21," 0.25
"," 0.69
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.16
"
2020-08-22,2020-08-22," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-08-23,2020-08-23," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-08-24,2020-08-24," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-08-25,2020-08-25," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-08-26,2020-08-26," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.16
"
2020-08-27,2020-08-27," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.16
"
2020-08-28,2020-08-28," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-08-29,2020-08-29," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-08-30,2020-08-30," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
",," 0.19
"," 0.15
"
2020-08-31,2020-08-31," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
",," 0.2
"," 0.15
"
2020-09-01,2020-09-01," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 0.99
"," 0.19
",," 0.19
"," 0.15
"
2020-09-02,2020-09-02," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 0.99
"," 0.19
",," 0.18
"," 0.15
"
2020-09-03,2020-09-03," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 0.99
"," 0.19
",," 0.18
"," 0.15
"
2020-09-04,2020-09-04," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 0.99
"," 0.19
",," 0.18
"," 0.15
"
2020-09-05,2020-09-05," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-06,2020-09-06," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-07,2020-09-07," 0.25
"," 0.7
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-08,2020-09-08,,,,," 0.04
",,,,,
2020-09-09,2020-09-09," 0.25
"," 0.67
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-10,2020-09-10," 0.25
"," 0.66
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-11,2020-09-11," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.18
",," 0.17
"," 0.15
"
2020-09-12,2020-09-12," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-13,2020-09-13," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-14,2020-09-14," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-15,2020-09-15," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-16,2020-09-16," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-17,2020-09-17," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.18
",," 0.18
"," 0.15
"
2020-09-18,2020-09-18," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.18
",," 0.18
"," 0.15
"
2020-09-19,2020-09-19," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-20,2020-09-20," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-21,2020-09-21," 0.25
"," 0.64
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-22,2020-09-22," 0.25
"," 0.64
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.18
",," 0.18
"," 0.15
"
2020-09-23,2020-09-23," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.18
",," 0.18
"," 0.15
"
2020-09-24,2020-09-24," 0.25
"," 0.65
"," 0.2
"," 0.23
"," 0.04
"," 1.0
"," 0.18
",," 0.18
"," 0.15
"
2020-09-25,2020-09-25," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-26,2020-09-26," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-09-27,2020-09-27," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-28,2020-09-28," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-09-29,2020-09-29,,,,," 0.04
",,,,,
2020-09-30,2020-09-30," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-10-01,2020-10-01," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-10-02,2020-10-02," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.18
"," 0.15
"
2020-10-03,2020-10-03," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.18
"," 0.15
"
2020-10-04,2020-10-04," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.19
"," 0.15
"
2020-10-05,2020-10-05," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.19
"," 0.15
"
2020-10-06,2020-10-06," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.2
",," 0.19
"," 0.15
"
2020-10-07,2020-10-07," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-10-08,2020-10-08," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-10-09,2020-10-09," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
",," 0.19
"," 0.15
"
2020-10-10,2020-10-10," 0.25
"," 0.68
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-11,2020-10-11," 0.25
"," 0.7
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-12,2020-10-12," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-13,2020-10-13," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-14,2020-10-14," 0.25
"," 0.71
"," 0.21
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-15,2020-10-15," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-16,2020-10-16," 0.25
"," 0.71
"," 0.21
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-17,2020-10-17," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-18,2020-10-18," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 1.0
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-19,2020-10-19," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-20,2020-10-20," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-21,2020-10-21," 0.25
"," 0.68
"," 0.2
"," 0.24
"," 0.04
"," 0.99
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-22,2020-10-22,,,,," 0.04
",,,,,
2020-10-23,2020-10-23," 0.25
"," 0.69
"," 0.2
"," 0.24
"," 0.04
"," 0.96
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-24,2020-10-24," 0.25
"," 0.69
"," 0.2
"," 0.24
"," 0.04
"," 0.95
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-25,2020-10-25," 0.25
"," 0.69
"," 0.21
"," 0.24
"," 0.04
"," 0.95
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-26,2020-10-26,,,,," 0.04
",,,,,
2020-10-27,2020-10-27," 0.25
"," 0.66
"," 0.21
"," 0.24
"," 0.04
"," 0.94
"," 0.19
"," 0.25
"," 0.19
"," 0.15
"
2020-10-28,2020-10-28," 0.25
"," 0.66
"," 0.2
"," 0.24
"," 0.04
"," 0.93
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-10-29,2020-10-29," 0.25
"," 0.66
"," 0.21
"," 0.24
"," 0.04
"," 0.93
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-10-30,2020-10-30," 0.25
"," 0.68
"," 0.21
"," 0.24
"," 0.04
"," 0.94
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-10-31,2020-10-31," 0.25
"," 0.68
"," 0.21
"," 0.24
"," 0.04
"," 0.95
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-11-01,2020-11-01," 0.25
"," 0.71
"," 0.21
"," 0.25
"," 0.04
"," 0.95
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-11-02,2020-11-02," 0.25
"," 0.72
"," 0.21
"," 0.24
"," 0.04
"," 0.95
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-11-03,2020-11-03," 0.25
"," 0.72
"," 0.21
"," 0.24
"," 0.04
"," 0.97
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-11-04,2020-11-04," 0.25
"," 0.72
"," 0.21
"," 0.24
"," 0.05
"," 0.96
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-11-05,2020-11-05," 0.25
"," 0.72
"," 0.21
"," 0.24
"," 0.05
"," 0.97
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-11-06,2020-11-06," 0.25
"," 0.72
"," 0.21
"," 0.24
"," 0.05
"," 0.97
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-07,2020-11-07," 0.25
"," 0.68
"," 0.21
"," 0.24
"," 0.05
"," 0.97
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-08,2020-11-08," 0.25
"," 0.71
"," 0.2
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-09,2020-11-09," 0.25
"," 0.67
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-10,2020-11-10," 0.25
"," 0.66
"," 0.2
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-11,2020-11-11," 0.25
"," 0.66
"," 0.2
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-12,2020-11-12," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-13,2020-11-13," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-14,2020-11-14," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-15,2020-11-15," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-16,2020-11-16," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-17,2020-11-17," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-11-18,2020-11-18," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-11-19,2020-11-19," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-11-20,2020-11-20," 0.25
"," 0.62
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-21,2020-11-21," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-22,2020-11-22," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-23,2020-11-23," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-24,2020-11-24," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-25,2020-11-25," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 0.99
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-11-26,2020-11-26," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.19
"," 0.25
"," 0.18
"," 0.15
"
2020-11-27,2020-11-27," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-11-28,2020-11-28," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-11-29,2020-11-29," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-11-30,2020-11-30," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-12-01,2020-12-01," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-12-02,2020-12-02," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.18
"," 0.15
"
2020-12-03,2020-12-03," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-04,2020-12-04," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-05,2020-12-05," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-06,2020-12-06," 0.25
"," 0.65
"," 0.21
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-07,2020-12-07," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-08,2020-12-08," 0.25
"," 0.65
"," 0.21
"," 0.25
"," 0.05
"," 1.02
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-09,2020-12-09," 0.25
"," 0.65
"," 0.21
"," 0.25
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-10,2020-12-10," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-11,2020-12-11," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.05
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-12,2020-12-12," 0.25
"," 0.61
"," 0.2
"," 0.25
"," 0.05
"," 1.03
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-13,2020-12-13," 0.25
"," 0.62
"," 0.2
"," 0.25
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-14,2020-12-14," 0.25
"," 0.62
"," 0.2
"," 0.24
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-15,2020-12-15," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.19
"," 0.15
"
2020-12-16,2020-12-16," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.04
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-17,2020-12-17," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.06
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-18,2020-12-18," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.05
"," 0.2
"," 0.25
"," 0.2
"," 0.16
"
2020-12-19,2020-12-19," 0.25
"," 0.64
"," 0.2
"," 0.24
"," 0.05
"," 1.05
"," 0.2
"," 0.25
"," 0.2
"," 0.16
"
2020-12-20,2020-12-20," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.05
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-21,2020-12-21," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.08
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-22,2020-12-22," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.07
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-23,2020-12-23," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.03
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-24,2020-12-24," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.01
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-25,2020-12-25," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.02
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2020-12-26,2020-12-26," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.01
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2020-12-27,2020-12-27," 0.25
"," 0.65
"," 0.2
"," 0.24
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-28,2020-12-28," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.2
"," 0.25
"," 0.2
"," 0.15
"
2020-12-29,2020-12-29," 0.25
"," 0.64
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2020-12-30,2020-12-30," 0.25
"," 0.63
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2020-12-31,2020-12-31," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2021-01-01,2021-01-01," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.22
"," 0.25
"," 0.2
"," 0.15
"
2021-01-02,2021-01-02," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2021-01-03,2021-01-03," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.0
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2021-01-04,2021-01-04," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.01
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
2021-01-05,2021-01-05," 0.25
"," 0.65
"," 0.2
"," 0.25
"," 0.05
"," 1.09
"," 0.21
"," 0.25
"," 0.2
"," 0.15
"
